Period,CPI,IT_Exports,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,Пів року,2300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,"1,5 року",4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,3 роки,3500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,Менше як 3 місяці,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,2 роки,2700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,1850.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,3 роки,4700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,2100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,760.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,3500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,3 місяці,1000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,8 років,3850.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Менше як 3 місяці,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,4 роки,3300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2850.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,8 років,2800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,Менше як 3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,"1,5 року",2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Менше як 3 місяці,900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1550.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,"1,5 року",1600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,5 років,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Менше як 3 місяці,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,6 років,1691.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1425.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,Менше як 3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,1700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Пів року,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",3 роки,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,1600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1350.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,4 роки,900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,3 роки,1450.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,1660.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,2700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2125.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,"1,5 року",1270.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,"1,5 року",3500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,4 роки,3325.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,5 років,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,"1,5 року",2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,1 рік,3050.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,Пів року,3500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,6 років,900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,3800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,1000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,1 рік,5200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,"1,5 року",2750.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,780.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,8 років,15000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,1250.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,"1,5 року",1150.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,2 роки,3300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,3 роки,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,950.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,3 роки,3500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,7 років,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,2 роки,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1030.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,2 роки,3500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,Пів року,750.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,3 місяці,4200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,3 місяці,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,2 роки,2900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,7 років,4200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",1 рік,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,850.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,7 років,2600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,Пів року,700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,3 роки,3700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,3 місяці,3250.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,6 років,3300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Менше як 3 місяці,1240.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,8 років,1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,3 місяці,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,Менше як 3 місяці,3700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,Менше як 3 місяці,1450.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,10 і більше років,1650.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,2 роки,3100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,4 роки,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,2100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,7 років,1450.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,7 років,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,2900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,3 роки,4500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,3 роки,4800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,2 роки,3700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,3 роки,2900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,Пів року,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,2 роки,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,1090.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Менше як 3 місяці,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,3600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,2400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,4 роки,2300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,650.0,4775.94580078125
